date,j,flow_taf
8/31/1975,GW_07,14.33
9/30/1975,GW_07,15.999
10/31/1975,GW_07,16.042
11/30/1975,GW_07,15.534
12/31/1975,GW_07,13.909
1/31/1976,GW_07,0.132
2/29/1976,GW_07,7.635
3/31/1976,GW_07,2.423
4/30/1976,GW_07,11.734
5/31/1976,GW_07,10.12
6/30/1976,GW_07,14.479
7/31/1976,GW_07,17.118
8/31/1976,GW_07,15.612
9/30/1976,GW_07,14.177
10/31/1976,GW_07,10.701
11/30/1976,GW_07,8.674
12/31/1976,GW_07,7.815
1/31/1977,GW_07,11.681
2/28/1977,GW_07,6.621
3/31/1977,GW_07,7.988
4/30/1977,GW_07,16.51
5/31/1977,GW_07,13.83
6/30/1977,GW_07,15.955
7/31/1977,GW_07,21.988
8/31/1977,GW_07,16.051
9/30/1977,GW_07,16.519
10/31/1977,GW_07,11.228
11/30/1977,GW_07,15.196
12/31/1977,GW_07,20.076
1/31/1978,GW_07,36.925
2/28/1978,GW_07,15.585
3/31/1978,GW_07,28.814
4/30/1978,GW_07,15.989
5/31/1978,GW_07,-2.274
6/30/1978,GW_07,0.764
7/31/1978,GW_07,13.943
8/31/1978,GW_07,15.023
9/30/1978,GW_07,18.29
10/31/1978,GW_07,11.271
11/30/1978,GW_07,13.722
12/31/1978,GW_07,10.01
1/31/1979,GW_07,19.369
2/28/1979,GW_07,24.289
3/31/1979,GW_07,13.751
4/30/1979,GW_07,1.546
5/31/1979,GW_07,9.377
6/30/1979,GW_07,12.818
7/31/1979,GW_07,18.44
8/31/1979,GW_07,14.621
9/30/1979,GW_07,15.745
10/31/1979,GW_07,15.696
11/30/1979,GW_07,15.872
12/31/1979,GW_07,25.917
1/31/1980,GW_07,33.302
2/29/1980,GW_07,31.484
3/31/1980,GW_07,12.436
4/30/1980,GW_07,-5.183
5/31/1980,GW_07,2.672
6/30/1980,GW_07,13.7
7/31/1980,GW_07,14.774
8/31/1980,GW_07,13.213
9/30/1980,GW_07,17.074
10/31/1980,GW_07,12.513
11/30/1980,GW_07,13.252
12/31/1980,GW_07,21.447
1/31/1981,GW_07,18.157
2/28/1981,GW_07,6.103
3/31/1981,GW_07,19.78
4/30/1981,GW_07,4.992
5/31/1981,GW_07,10.598
6/30/1981,GW_07,13.726
7/31/1981,GW_07,24.084
8/31/1981,GW_07,14.975
9/30/1981,GW_07,16.783
10/31/1981,GW_07,16.239
11/30/1981,GW_07,45.356
12/31/1981,GW_07,37.946
1/31/1982,GW_07,12.321
2/28/1982,GW_07,20.831
3/31/1982,GW_07,28.712
4/30/1982,GW_07,28.515
5/31/1982,GW_07,2.155
6/30/1982,GW_07,-2.143
7/31/1982,GW_07,9.096
8/31/1982,GW_07,18.456
9/30/1982,GW_07,21.381
10/31/1982,GW_07,14.843
11/30/1982,GW_07,32.243
12/31/1982,GW_07,25.564
1/31/1983,GW_07,20.465
2/28/1983,GW_07,36.41
3/31/1983,GW_07,33.915
4/30/1983,GW_07,17.798
5/31/1983,GW_07,19.292
6/30/1983,GW_07,8.813
7/31/1983,GW_07,2.972
8/31/1983,GW_07,8.381
9/30/1983,GW_07,14.642
10/31/1983,GW_07,14.892
11/30/1983,GW_07,44.273
12/31/1983,GW_07,39.284
1/31/1984,GW_07,0.196
2/29/1984,GW_07,2.31
3/31/1984,GW_07,13.013
4/30/1984,GW_07,3.096
5/31/1984,GW_07,9.511
6/30/1984,GW_07,15.464
7/31/1984,GW_07,23.687
8/31/1984,GW_07,17.803
9/30/1984,GW_07,19.183
10/31/1984,GW_07,13.981
11/30/1984,GW_07,36.541
12/31/1984,GW_07,12.418
1/31/1985,GW_07,0.79
2/28/1985,GW_07,10.531
3/31/1985,GW_07,12.868
4/30/1985,GW_07,11.99
5/31/1985,GW_07,15.146
6/30/1985,GW_07,17.623
7/31/1985,GW_07,20.822
8/31/1985,GW_07,15.816
9/30/1985,GW_07,15.735
10/31/1985,GW_07,12.571
11/30/1985,GW_07,20.128
12/31/1985,GW_07,10.337
1/31/1986,GW_07,17.126
2/28/1986,GW_07,50.085
3/31/1986,GW_07,25.653
4/30/1986,GW_07,-5.01
5/31/1986,GW_07,0.994
6/30/1986,GW_07,10.328
7/31/1986,GW_07,19.606
8/31/1986,GW_07,15.718
9/30/1986,GW_07,22.19
10/31/1986,GW_07,14.854
11/30/1986,GW_07,13.051
12/31/1986,GW_07,13.698
1/31/1987,GW_07,13.789
2/28/1987,GW_07,10.682
3/31/1987,GW_07,18.809
4/30/1987,GW_07,6.503
5/31/1987,GW_07,10.916
6/30/1987,GW_07,16.261
7/31/1987,GW_07,20.716
8/31/1987,GW_07,15.658
9/30/1987,GW_07,14.748
10/31/1987,GW_07,13.408
11/30/1987,GW_07,14.977
12/31/1987,GW_07,26.582
1/31/1988,GW_07,13.943
2/29/1988,GW_07,3.975
3/31/1988,GW_07,12.523
4/30/1988,GW_07,19.071
5/31/1988,GW_07,12.906
6/30/1988,GW_07,17.356
7/31/1988,GW_07,23.603
8/31/1988,GW_07,16.718
9/30/1988,GW_07,18.425
10/31/1988,GW_07,15.939
11/30/1988,GW_07,22.173
12/31/1988,GW_07,9.395
1/31/1989,GW_07,5.808
2/28/1989,GW_07,14.596
3/31/1989,GW_07,45.532
4/30/1989,GW_07,0.346
5/31/1989,GW_07,7.734
6/30/1989,GW_07,13.906
7/31/1989,GW_07,23.166
8/31/1989,GW_07,18.125
9/30/1989,GW_07,16.903
10/31/1989,GW_07,17.082
11/30/1989,GW_07,13.982
12/31/1989,GW_07,14.047
1/31/1990,GW_07,20.427
2/28/1990,GW_07,5.91
3/31/1990,GW_07,13.141
4/30/1990,GW_07,17.693
5/31/1990,GW_07,17.866
6/30/1990,GW_07,11.451
7/31/1990,GW_07,18.061
8/31/1990,GW_07,19.365
9/30/1990,GW_07,16.857
10/31/1990,GW_07,13.962
11/30/1990,GW_07,14.044
12/31/1990,GW_07,17.978
1/31/1991,GW_07,11.325
2/28/1991,GW_07,11.104
3/31/1991,GW_07,32.278
4/30/1991,GW_07,0.513
5/31/1991,GW_07,9.158
6/30/1991,GW_07,15.386
7/31/1991,GW_07,16.1
8/31/1991,GW_07,14.261
9/30/1991,GW_07,19.632
10/31/1991,GW_07,16.716
11/30/1991,GW_07,12.762
12/31/1991,GW_07,18.852
1/31/1992,GW_07,12.286
2/29/1992,GW_07,26.684
3/31/1992,GW_07,8.864
4/30/1992,GW_07,5.084
5/31/1992,GW_07,8.883
6/30/1992,GW_07,15.376
7/31/1992,GW_07,17.545
8/31/1992,GW_07,17.669
9/30/1992,GW_07,21.84
10/31/1992,GW_07,15.26
11/30/1992,GW_07,11.63
12/31/1992,GW_07,27.358
1/31/1993,GW_07,36.495
2/28/1993,GW_07,22.485
3/31/1993,GW_07,32.351
4/30/1993,GW_07,6.332
5/31/1993,GW_07,10.063
6/30/1993,GW_07,17.377
7/31/1993,GW_07,13.729
8/31/1993,GW_07,18.515
9/30/1993,GW_07,16.671
10/31/1993,GW_07,16.273
11/30/1993,GW_07,15.411
12/31/1993,GW_07,22.777
1/31/1994,GW_07,9.206
2/28/1994,GW_07,14.842
3/31/1994,GW_07,10.297
4/30/1994,GW_07,15.431
5/31/1994,GW_07,17.152
6/30/1994,GW_07,20.547
7/31/1994,GW_07,25.446
8/31/1994,GW_07,21.972
9/30/1994,GW_07,25.504
10/31/1994,GW_07,15.426
11/30/1994,GW_07,20.656
12/31/1994,GW_07,18.764
1/31/1995,GW_07,59.748
2/28/1995,GW_07,11.148
3/31/1995,GW_07,43.855
4/30/1995,GW_07,20.889
5/31/1995,GW_07,21.725
6/30/1995,GW_07,11.881
7/31/1995,GW_07,7.706
8/31/1995,GW_07,11.759
9/30/1995,GW_07,22.921
10/31/1995,GW_07,12.744
11/30/1995,GW_07,14.131
12/31/1995,GW_07,34.216
1/31/1996,GW_07,20.956
2/29/1996,GW_07,42.286
3/31/1996,GW_07,14.588
4/30/1996,GW_07,12.7
5/31/1996,GW_07,24.662
6/30/1996,GW_07,5.665
7/31/1996,GW_07,16.674
8/31/1996,GW_07,17.94
9/30/1996,GW_07,18.331
10/31/1996,GW_07,15.236
11/30/1996,GW_07,19.557
12/31/1996,GW_07,63.146
1/31/1997,GW_07,9.326
2/28/1997,GW_07,14.218
3/31/1997,GW_07,7.72
4/30/1997,GW_07,6.234
5/31/1997,GW_07,13.353
6/30/1997,GW_07,22.643
7/31/1997,GW_07,27.25
8/31/1997,GW_07,18.985
9/30/1997,GW_07,20.096
10/31/1997,GW_07,19.059
11/30/1997,GW_07,26.312
12/31/1997,GW_07,15.642
1/31/1998,GW_07,38.944
2/28/1998,GW_07,22.176
3/31/1998,GW_07,38.053
4/30/1998,GW_07,19.938
5/31/1998,GW_07,34.674
6/30/1998,GW_07,19.046
7/31/1998,GW_07,8.649
8/31/1998,GW_07,17.121
9/30/1998,GW_07,23.602
10/31/1998,GW_07,16.708
11/30/1998,GW_07,30.615
12/31/1998,GW_07,32.64
1/31/1999,GW_07,17.163
2/28/1999,GW_07,32.68
3/31/1999,GW_07,21.876
4/30/1999,GW_07,6.845
5/31/1999,GW_07,3.27
6/30/1999,GW_07,14.076
7/31/1999,GW_07,25.941
8/31/1999,GW_07,18.163
9/30/1999,GW_07,21.361
10/31/1999,GW_07,19.274
11/30/1999,GW_07,21.846
12/31/1999,GW_07,19.698
1/31/2000,GW_07,29.735
2/29/2000,GW_07,31.813
3/31/2000,GW_07,9.956
4/30/2000,GW_07,16.557
5/31/2000,GW_07,10.804
6/30/2000,GW_07,17.589
7/31/2000,GW_07,25.238
8/31/2000,GW_07,19.138
9/30/2000,GW_07,20.544
10/31/2000,GW_07,19.233
11/30/2000,GW_07,16.13
12/31/2000,GW_07,17.659
1/31/2001,GW_07,22.963
2/28/2001,GW_07,18.934
3/31/2001,GW_07,16.954
4/30/2001,GW_07,11.878
5/31/2001,GW_07,12.505
6/30/2001,GW_07,21.063
7/31/2001,GW_07,22.084
8/31/2001,GW_07,19.164
9/30/2001,GW_07,20.834
10/31/2001,GW_07,16.941
11/30/2001,GW_07,25.408
12/31/2001,GW_07,28.768
1/31/2002,GW_07,11.172
2/28/2002,GW_07,10.718
3/31/2002,GW_07,19.63
4/30/2002,GW_07,13.178
5/31/2002,GW_07,15.83
6/30/2002,GW_07,20.254
7/31/2002,GW_07,23.743
8/31/2002,GW_07,16.368
9/30/2002,GW_07,19.707
10/31/2002,GW_07,16.093
11/30/2002,GW_07,18.681
12/31/2002,GW_07,46.551
1/31/2003,GW_07,17.744
2/28/2003,GW_07,10.415
3/31/2003,GW_07,9.554
4/30/2003,GW_07,22.161
5/31/2003,GW_07,23.994
6/30/2003,GW_07,13.315
7/31/2003,GW_07,21.816
8/31/2003,GW_07,16.118
9/30/2003,GW_07,17.119
10/31/1921,GW_08,38.7
11/30/1921,GW_08,24.581
12/31/1921,GW_08,32.841
1/31/1922,GW_08,23.951
2/28/1922,GW_08,54.4
3/31/1922,GW_08,29.026
4/30/1922,GW_08,29.785
5/31/1922,GW_08,34.206
6/30/1922,GW_08,25.048
7/31/1922,GW_08,6.468
8/31/1922,GW_08,4.909
9/30/1922,GW_08,9.34
10/31/1922,GW_08,12.635
11/30/1922,GW_08,16.55
12/31/1922,GW_08,40.758
1/31/1923,GW_08,31.339
2/28/1923,GW_08,16.586
3/31/1923,GW_08,15.705
4/30/1923,GW_08,31.871
5/31/1923,GW_08,20.034
6/30/1923,GW_08,13.341
7/31/1923,GW_08,8.539
8/31/1923,GW_08,7.473
9/30/1923,GW_08,12.095
10/31/1923,GW_08,12.484
11/30/1923,GW_08,8.876
12/31/1923,GW_08,9.376
1/31/1924,GW_08,10.227
2/29/1924,GW_08,12.25
3/31/1924,GW_08,7.613
4/30/1924,GW_08,9.497
5/31/1924,GW_08,9.419
6/30/1924,GW_08,5.047
7/31/1924,GW_08,6.293
8/31/1924,GW_08,6.998
9/30/1924,GW_08,9.821
10/31/1924,GW_08,15.29
11/30/1924,GW_08,14.208
12/31/1924,GW_08,19.934
1/31/1925,GW_08,14.17
2/28/1925,GW_08,41.333
3/31/1925,GW_08,18.19
4/30/1925,GW_08,28.129
5/31/1925,GW_08,22.517
6/30/1925,GW_08,10.811
7/31/1925,GW_08,5.718
8/31/1925,GW_08,6.232
9/30/1925,GW_08,10.09
10/31/1925,GW_08,11.899
11/30/1925,GW_08,10.998
12/31/1925,GW_08,11.791
1/31/1926,GW_08,14.467
2/28/1926,GW_08,30.13
3/31/1926,GW_08,12.866
4/30/1926,GW_08,27.995
5/31/1926,GW_08,9.304
6/30/1926,GW_08,3.36
7/31/1926,GW_08,5.545
8/31/1926,GW_08,7.908
9/30/1926,GW_08,11.515
10/31/1926,GW_08,12.416
11/30/1926,GW_08,29.727
12/31/1926,GW_08,13.338
1/31/1927,GW_08,23.769
2/28/1927,GW_08,37.983
3/31/1927,GW_08,23.088
4/30/1927,GW_08,30.58
5/31/1927,GW_08,20.337
6/30/1927,GW_08,18.821
7/31/1927,GW_08,8.096
8/31/1927,GW_08,8.565
9/30/1927,GW_08,12.686
10/31/1927,GW_08,14.654
11/30/1927,GW_08,19.792
12/31/1927,GW_08,16.945
1/31/1928,GW_08,15.609
2/29/1928,GW_08,17.938
3/31/1928,GW_08,37.14
4/30/1928,GW_08,23.959
5/31/1928,GW_08,17.305
6/30/1928,GW_08,6.662
7/31/1928,GW_08,8.219
8/31/1928,GW_08,9.248
9/30/1928,GW_08,13.175
10/31/1928,GW_08,13.641
11/30/1928,GW_08,17.574
12/31/1928,GW_08,17.052
1/31/1929,GW_08,14.652
2/28/1929,GW_08,16.549
3/31/1929,GW_08,15.046
4/30/1929,GW_08,19.125
5/31/1929,GW_08,21.83
6/30/1929,GW_08,15.923
7/31/1929,GW_08,9.452
8/31/1929,GW_08,10.437
9/30/1929,GW_08,13.423
10/31/1929,GW_08,13.701
11/30/1929,GW_08,13.549
12/31/1929,GW_08,22.154
1/31/1930,GW_08,20.611
2/28/1930,GW_08,16.226
3/31/1930,GW_08,19.202
4/30/1930,GW_08,15.676
5/31/1930,GW_08,17.983
6/30/1930,GW_08,14.002
7/31/1930,GW_08,11.565
8/31/1930,GW_08,12.709
9/30/1930,GW_08,17.499
10/31/1930,GW_08,16.287
11/30/1930,GW_08,14.523
12/31/1930,GW_08,10.973
1/31/1931,GW_08,17.043
2/28/1931,GW_08,13.374
3/31/1931,GW_08,12.525
4/30/1931,GW_08,12.041
5/31/1931,GW_08,11.104
6/30/1931,GW_08,10.144
7/31/1931,GW_08,13.43
8/31/1931,GW_08,12.526
9/30/1931,GW_08,13.68
10/31/1931,GW_08,13.638
11/30/1931,GW_08,14.348
12/31/1931,GW_08,31.451
1/31/1932,GW_08,19.712
2/29/1932,GW_08,29.915
3/31/1932,GW_08,22.247
4/30/1932,GW_08,22.986
5/31/1932,GW_08,23.995
6/30/1932,GW_08,21.789
7/31/1932,GW_08,12.765
8/31/1932,GW_08,13.531
9/30/1932,GW_08,18.358
10/31/1932,GW_08,18.262
11/30/1932,GW_08,15.973
12/31/1932,GW_08,17.916
1/31/1933,GW_08,23.132
2/28/1933,GW_08,16.992
3/31/1933,GW_08,22.882
4/30/1933,GW_08,19.386
5/31/1933,GW_08,17.64
6/30/1933,GW_08,15.349
7/31/1933,GW_08,13.067
8/31/1933,GW_08,14.342
9/30/1933,GW_08,17.121
10/31/1933,GW_08,18.794
11/30/1933,GW_08,14.789
12/31/1933,GW_08,29.426
1/31/1934,GW_08,21.192
2/28/1934,GW_08,24.243
3/31/1934,GW_08,18.406
4/30/1934,GW_08,16.791
5/31/1934,GW_08,14.619
6/30/1934,GW_08,12.055
7/31/1934,GW_08,15.21
8/31/1934,GW_08,15.257
9/30/1934,GW_08,18.382
10/31/1934,GW_08,19.848
11/30/1934,GW_08,22.627
12/31/1934,GW_08,18.388
1/31/1935,GW_08,29.243
2/28/1935,GW_08,21.326
3/31/1935,GW_08,25.444
4/30/1935,GW_08,33.43
5/31/1935,GW_08,24.317
6/30/1935,GW_08,19.067
7/31/1935,GW_08,11.643
8/31/1935,GW_08,14.018
9/30/1935,GW_08,18.456
10/31/1935,GW_08,20.399
11/30/1935,GW_08,17.516
12/31/1935,GW_08,19.077
1/31/1936,GW_08,32.852
2/29/1936,GW_08,55.627
3/31/1936,GW_08,30.361
4/30/1936,GW_08,37.439
5/31/1936,GW_08,23.171
6/30/1936,GW_08,24.484
7/31/1936,GW_08,16.406
8/31/1936,GW_08,18.08
9/30/1936,GW_08,22.615
10/31/1936,GW_08,22.772
11/30/1936,GW_08,19.045
12/31/1936,GW_08,23.272
1/31/1937,GW_08,25.852
2/28/1937,GW_08,43.593
3/31/1937,GW_08,48.325
4/30/1937,GW_08,36.949
5/31/1937,GW_08,26.563
6/30/1937,GW_08,22.654
7/31/1937,GW_08,18.323
8/31/1937,GW_08,19.269
9/30/1937,GW_08,23.308
10/31/1937,GW_08,26.472
11/30/1937,GW_08,28.44
12/31/1937,GW_08,33.11
1/31/1938,GW_08,29.863
2/28/1938,GW_08,59.491
3/31/1938,GW_08,59.129
4/30/1938,GW_08,48.81
5/31/1938,GW_08,38.028
6/30/1938,GW_08,32.384
7/31/1938,GW_08,21.636
8/31/1938,GW_08,21.357
9/30/1938,GW_08,26.048
10/31/1938,GW_08,28.137
11/30/1938,GW_08,25.046
12/31/1938,GW_08,24.597
1/31/1939,GW_08,23.784
2/28/1939,GW_08,23.477
3/31/1939,GW_08,27.179
4/30/1939,GW_08,16.073
5/31/1939,GW_08,16.627
6/30/1939,GW_08,15.933
7/31/1939,GW_08,19.604
8/31/1939,GW_08,17.648
9/30/1939,GW_08,24.478
10/31/1939,GW_08,24.198
11/30/1939,GW_08,20.834
12/31/1939,GW_08,21.286
1/31/1940,GW_08,43.201
2/29/1940,GW_08,45.707
3/31/1940,GW_08,35.052
4/30/1940,GW_08,34.046
5/31/1940,GW_08,27.503
6/30/1940,GW_08,22.101
7/31/1940,GW_08,19.22
8/31/1940,GW_08,20.933
9/30/1940,GW_08,25.034
10/31/1940,GW_08,27.206
11/30/1940,GW_08,23.973
12/31/1940,GW_08,40.558
1/31/1941,GW_08,36.676
2/28/1941,GW_08,46.895
3/31/1941,GW_08,39.014
4/30/1941,GW_08,35.946
5/31/1941,GW_08,36.865
6/30/1941,GW_08,24.718
7/31/1941,GW_08,20.441
8/31/1941,GW_08,20.446
9/30/1941,GW_08,25.184
10/31/1941,GW_08,26.89
11/30/1941,GW_08,25.573
12/31/1941,GW_08,41.523
1/31/1942,GW_08,47.061
2/28/1942,GW_08,40.119
3/31/1942,GW_08,33.62
4/30/1942,GW_08,42.387
5/31/1942,GW_08,38.631
6/30/1942,GW_08,25.288
7/31/1942,GW_08,19.357
8/31/1942,GW_08,18.615
9/30/1942,GW_08,24.995
10/31/1942,GW_08,27.105
11/30/1942,GW_08,31.564
12/31/1942,GW_08,34.131
1/31/1943,GW_08,48.336
2/28/1943,GW_08,35.637
3/31/1943,GW_08,56.661
4/30/1943,GW_08,39.397
5/31/1943,GW_08,23.444
6/30/1943,GW_08,25.113
7/31/1943,GW_08,21.662
8/31/1943,GW_08,22.085
9/30/1943,GW_08,27.064
10/31/1943,GW_08,29.431
11/30/1943,GW_08,25.861
12/31/1943,GW_08,25.812
1/31/1944,GW_08,27.005
2/29/1944,GW_08,35.334
3/31/1944,GW_08,29.569
4/30/1944,GW_08,29.592
5/31/1944,GW_08,23.057
6/30/1944,GW_08,20.41
7/31/1944,GW_08,19.662
8/31/1944,GW_08,20.697
9/30/1944,GW_08,25.556
10/31/1944,GW_08,25.741
11/30/1944,GW_08,32.408
12/31/1944,GW_08,28.966
1/31/1945,GW_08,23.59
2/28/1945,GW_08,44.179
3/31/1945,GW_08,29.354
4/30/1945,GW_08,28.332
5/31/1945,GW_08,29.697
6/30/1945,GW_08,24.557
7/31/1945,GW_08,18.272
8/31/1945,GW_08,19.702
9/30/1945,GW_08,24.56
10/31/1945,GW_08,26.7
11/30/1945,GW_08,27.434
12/31/1945,GW_08,47.774
1/31/1946,GW_08,30.309
2/28/1946,GW_08,22.621
3/31/1946,GW_08,26.931
4/30/1946,GW_08,32.529
5/31/1946,GW_08,28.407
6/30/1946,GW_08,20.932
7/31/1946,GW_08,19.321
8/31/1946,GW_08,20.842
9/30/1946,GW_08,23.921
10/31/1946,GW_08,25.807
11/30/1946,GW_08,26.809
12/31/1946,GW_08,26.369
1/31/1947,GW_08,21.978
2/28/1947,GW_08,24.292
3/31/1947,GW_08,24.805
4/30/1947,GW_08,18.039
5/31/1947,GW_08,20.366
6/30/1947,GW_08,18.175
7/31/1947,GW_08,20.194
8/31/1947,GW_08,20.133
9/30/1947,GW_08,22.608
10/31/1947,GW_08,25.076
11/30/1947,GW_08,20.885
12/31/1947,GW_08,20.267
1/31/1948,GW_08,22.544
2/29/1948,GW_08,17.468
3/31/1948,GW_08,24.738
4/30/1948,GW_08,33.241
5/31/1948,GW_08,28.879
6/30/1948,GW_08,27.881
7/31/1948,GW_08,17.049
8/31/1948,GW_08,19.559
9/30/1948,GW_08,22.019
10/31/1948,GW_08,21.617
11/30/1948,GW_08,19.809
12/31/1948,GW_08,24.474
1/31/1949,GW_08,19.331
2/28/1949,GW_08,21.603
3/31/1949,GW_08,38.084
4/30/1949,GW_08,28.789
5/31/1949,GW_08,25.325
6/30/1949,GW_08,22.966
7/31/1949,GW_08,19.451
8/31/1949,GW_08,20.133
9/30/1949,GW_08,22.363
10/31/1949,GW_08,22.343
11/30/1949,GW_08,22.44
12/31/1949,GW_08,22.096
1/31/1950,GW_08,33.403
2/28/1950,GW_08,31.283
3/31/1950,GW_08,26.85
4/30/1950,GW_08,34.419
5/31/1950,GW_08,32.048
6/30/1950,GW_08,26.98
7/31/1950,GW_08,20.691
8/31/1950,GW_08,21.038
9/30/1950,GW_08,25.114
10/31/1950,GW_08,26.242
11/30/1950,GW_08,51.422
12/31/1950,GW_08,53.709
1/31/1951,GW_08,43.565
2/28/1951,GW_08,39.322
3/31/1951,GW_08,34.438
4/30/1951,GW_08,31.745
5/31/1951,GW_08,28.22
6/30/1951,GW_08,21.712
7/31/1951,GW_08,22.407
8/31/1951,GW_08,21.985
9/30/1951,GW_08,26.905
10/31/1951,GW_08,29.66
11/30/1951,GW_08,30.438
12/31/1951,GW_08,45.089
1/31/1952,GW_08,56.036
2/29/1952,GW_08,45.305
3/31/1952,GW_08,49.176
4/30/1952,GW_08,47.315
5/31/1952,GW_08,39.386
6/30/1952,GW_08,35.477
7/31/1952,GW_08,27.364
8/31/1952,GW_08,24.488
9/30/1952,GW_08,32.333
10/31/1952,GW_08,32.043
11/30/1952,GW_08,31.138
12/31/1952,GW_08,43.682
1/31/1953,GW_08,43.249
2/28/1953,GW_08,25.93
3/31/1953,GW_08,29.876
4/30/1953,GW_08,36.882
5/31/1953,GW_08,29.261
6/30/1953,GW_08,34.677
7/31/1953,GW_08,23.936
8/31/1953,GW_08,23.61
9/30/1953,GW_08,29.937
10/31/1953,GW_08,31.311
11/30/1953,GW_08,29.947
12/31/1953,GW_08,28.1
1/31/1954,GW_08,35.719
2/28/1954,GW_08,30.386
3/31/1954,GW_08,33.906
4/30/1954,GW_08,34.73
5/31/1954,GW_08,26.184
6/30/1954,GW_08,21.34
7/31/1954,GW_08,24.434
8/31/1954,GW_08,25.01
9/30/1954,GW_08,27.127
10/31/1954,GW_08,28.938
11/30/1954,GW_08,30.56
12/31/1954,GW_08,34.962
1/31/1955,GW_08,35.38
2/28/1955,GW_08,28.972
3/31/1955,GW_08,25.25
4/30/1955,GW_08,32.375
5/31/1955,GW_08,28.537
6/30/1955,GW_08,26.228
7/31/1955,GW_08,26.818
8/31/1955,GW_08,25.698
9/30/1955,GW_08,29.711
10/31/1955,GW_08,29.385
11/30/1955,GW_08,28.275
12/31/1955,GW_08,66.411
1/31/1956,GW_08,61.437
2/29/1956,GW_08,41.864
3/31/1956,GW_08,37.06
4/30/1956,GW_08,41.874
5/31/1956,GW_08,39.829
6/30/1956,GW_08,33.703
7/31/1956,GW_08,26.227
8/31/1956,GW_08,28.596
9/30/1956,GW_08,37.345
10/31/1956,GW_08,35.113
11/30/1956,GW_08,31.672
12/31/1956,GW_08,30.811
1/31/1957,GW_08,29.966
2/28/1957,GW_08,32.979
3/31/1957,GW_08,40.942
4/30/1957,GW_08,28.729
5/31/1957,GW_08,30.503
6/30/1957,GW_08,31.267
7/31/1957,GW_08,27.989
8/31/1957,GW_08,28.538
9/30/1957,GW_08,32.698
10/31/1957,GW_08,32.132
11/30/1957,GW_08,27.537
12/31/1957,GW_08,31.104
1/31/1958,GW_08,36.719
2/28/1958,GW_08,46.076
3/31/1958,GW_08,52.624
4/30/1958,GW_08,57.822
5/31/1958,GW_08,44.377
6/30/1958,GW_08,36.505
7/31/1958,GW_08,27.821
8/31/1958,GW_08,30.15
9/30/1958,GW_08,38.761
10/31/1958,GW_08,37.472
11/30/1958,GW_08,31.101
12/31/1958,GW_08,30.182
1/31/1959,GW_08,39.465
2/28/1959,GW_08,38.218
3/31/1959,GW_08,32.322
4/30/1959,GW_08,34.616
5/31/1959,GW_08,25.43
6/30/1959,GW_08,27.685
7/31/1959,GW_08,28.75
8/31/1959,GW_08,27.997
9/30/1959,GW_08,37.033
10/31/1959,GW_08,32.166
11/30/1959,GW_08,28.133
12/31/1959,GW_08,27.899
1/31/1960,GW_08,33.061
2/29/1960,GW_08,37.404
3/31/1960,GW_08,33.93
4/30/1960,GW_08,28.901
5/31/1960,GW_08,24.627
6/30/1960,GW_08,29.745
7/31/1960,GW_08,30.036
8/31/1960,GW_08,28.423
9/30/1960,GW_08,30.075
10/31/1960,GW_08,29.924
11/30/1960,GW_08,34.108
12/31/1960,GW_08,30.73
1/31/1961,GW_08,28.457
2/28/1961,GW_08,31.748
3/31/1961,GW_08,30.267
4/30/1961,GW_08,28.616
5/31/1961,GW_08,25.166
6/30/1961,GW_08,26.176
7/31/1961,GW_08,28.833
8/31/1961,GW_08,28.07
9/30/1961,GW_08,28.293
10/31/1961,GW_08,28.259
11/30/1961,GW_08,29.93
12/31/1961,GW_08,29.742
1/31/1962,GW_08,27.253
2/28/1962,GW_08,45.213
3/31/1962,GW_08,36.108
4/30/1962,GW_08,37.487
5/31/1962,GW_08,28.634
6/30/1962,GW_08,34.793
7/31/1962,GW_08,33.023
8/31/1962,GW_08,31.269
9/30/1962,GW_08,33.56
10/31/1962,GW_08,42.009
11/30/1962,GW_08,28.283
12/31/1962,GW_08,34.045
1/31/1963,GW_08,30.786
2/28/1963,GW_08,43.813
3/31/1963,GW_08,34.122
4/30/1963,GW_08,48.223
5/31/1963,GW_08,38.203
6/30/1963,GW_08,30.794
7/31/1963,GW_08,30.321
8/31/1963,GW_08,31.082
9/30/1963,GW_08,35.841
10/31/1963,GW_08,32.157
11/30/1963,GW_08,38.354
12/31/1963,GW_08,27.876
1/31/1964,GW_08,32.366
2/29/1964,GW_08,26.607
3/31/1964,GW_08,28.067
4/30/1964,GW_08,34.789
5/31/1964,GW_08,29.701
6/30/1964,GW_08,28.536
7/31/1964,GW_08,34.109
8/31/1964,GW_08,31.354
9/30/1964,GW_08,34.939
10/31/1964,GW_08,32.059
11/30/1964,GW_08,33.394
12/31/1964,GW_08,53.71
1/31/1965,GW_08,51.081
2/28/1965,GW_08,35.584
3/31/1965,GW_08,33.01
4/30/1965,GW_08,48.952
5/31/1965,GW_08,38.073
6/30/1965,GW_08,35.464
7/31/1965,GW_08,34.648
8/31/1965,GW_08,33.754
9/30/1965,GW_08,41.386
10/31/1965,GW_08,44.891
11/30/1965,GW_08,45.354
12/31/1965,GW_08,37.251
1/31/1966,GW_08,39.137
2/28/1966,GW_08,36.44
3/31/1966,GW_08,35.264
4/30/1966,GW_08,41.428
5/31/1966,GW_08,30.281
